run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.roc_auc,metrics.correction_fpr,params.correction_alg,params.senstive_attr,params.noise_type,params.n_folds,params.noise_rate,params.dataset,params.correction_classifier,params.classifier,params.test_size,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
2a2e86bd60764c4a87749255e9ef74b6,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/2a2e86bd60764c4a87749255e9ef74b6/artifacts,2023-03-23 17:58:29.945000+00:00,2023-03-23 17:58:37.915000+00:00,0.4022897227185494,0.609064039408867,0.6366885050625373,0.942772080714522,0.8991569833675097,0.8617192207270536,0.8617192207270536,0.9518815332536316,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,mysterious-whale-133,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
bde0b648a36b4d90a59a3f88da89506b,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/bde0b648a36b4d90a59a3f88da89506b/artifacts,2023-03-23 17:58:21.249000+00:00,2023-03-23 17:58:29.703000+00:00,0.4022897227185494,0.6394088669950739,0.6366885050625373,0.983460138934833,0.97987319697846,0.9132858003615184,0.9132858003615184,0.9963499174516426,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,illustrious-bug-309,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
aec32be4bfdd4830a40d3c031de7ec5b,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/aec32be4bfdd4830a40d3c031de7ec5b/artifacts,2023-03-23 17:58:13.368000+00:00,2023-03-23 17:58:20.953000+00:00,0.4022897227185494,0.053743842364532,0.6366885050625373,0.4039034072113794,0.1829486303170513,0.1946676039365334,0.1946676039365333,0.3061528086148079,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,unique-conch-576,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
8bd1b8d143d34993899740715ec5ef0f,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/8bd1b8d143d34993899740715ec5ef0f/artifacts,2023-03-23 17:58:05.759000+00:00,2023-03-23 17:58:13.114000+00:00,0.4022897227185494,0.9150058739615676,0.6366885050625373,0.8905061197485941,0.8991569833675097,0.9150058739615676,0.8827016946030576,0.8907654788018898,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,classy-ram-477,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
6bab8b085e884d8a8df34009042275ee,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/6bab8b085e884d8a8df34009042275ee/artifacts,2023-03-23 17:57:57.450000+00:00,2023-03-23 17:58:05.513000+00:00,0.4022897227185494,0.9810145170764456,0.6366885050625373,0.9259014224280516,0.97987319697846,0.9838483146067416,0.9838483146067416,0.9331722075545222,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,useful-moose-51,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
71128379ff3d46f8bb5f25438763357f,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/71128379ff3d46f8bb5f25438763357f/artifacts,2023-03-23 17:57:49.569000+00:00,2023-03-23 17:57:57.160000+00:00,0.4022897227185494,0.2755307543844927,0.6366885050625373,0.444260668210387,0.1829486303170513,0.437097071283846,0.4370970712838459,0.3572171651495449,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,skillful-lark-79,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
79cd7b67c5554c718cf0e31baf2d9f99,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/79cd7b67c5554c718cf0e31baf2d9f99/artifacts,2023-03-23 17:57:41.717000+00:00,2023-03-23 17:57:49.335000+00:00,0.4022897227185494,0.9366182836771072,0.6366885050625373,0.4111809460800529,0.8991569833675097,0.9366182836771072,0.8210878590188935,0.372986332663752,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,entertaining-bat-27,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
5f06c42ba5f64ebfba51ff82de49f5e9,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/5f06c42ba5f64ebfba51ff82de49f5e9/artifacts,2023-03-23 17:57:33.819000+00:00,2023-03-23 17:57:41.473000+00:00,0.4022897227185494,0.987023172905526,0.6366885050625373,0.3976182600066159,0.97987319697846,0.987023172905526,0.962433279674659,0.4032262987908149,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,original,noisy,bemused-worm-348,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
91d32f0c0e464af4b714260466354f96,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/91d32f0c0e464af4b714260466354f96/artifacts,2023-03-23 17:57:25.541000+00:00,2023-03-23 17:57:33.539000+00:00,0.4022897227185494,0.0930481283422459,0.6366885050625373,0.8025140588819054,0.1829486303170513,0.0930481283422459,0.0651190375328306,0.8676828547796289,0.5782211633909072,Polishing Labels,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,original,original,smiling-conch-148,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
94b384a065cb4ee8aced3f12b414650c,55,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/55/94b384a065cb4ee8aced3f12b414650c/artifacts,2023-03-23 17:57:09.951000+00:00,2023-03-23 17:57:17.441000+00:00,0.4032162001191185,0.4915514592933948,0.6321222950168751,0.9500496195831954,0.9043701912122964,0.776153346328785,0.776153346328785,0.955799186340327,0.5791145523128847,Polishing Labels,housing,balanced_bias,10,0.8,bank,LogisticRegression,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,mysterious-whale-133,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_174548
