run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.roc_auc,metrics.correction_fpr,params.correction_alg,params.senstive_attr,params.n_iterations,params.noise_type,params.noise_rate,params.n_clusters,params.dataset,params.classifier,params.test_size,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
e8539a8e02074f498de7c069857af91d,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/e8539a8e02074f498de7c069857af91d/artifacts,2023-03-25 02:02:15.013000+00:00,2023-03-25 02:02:23.182000+00:00,0.6003062787136294,0.0112359550561797,0.8682432432432432,0.8778625954198473,0.0108695652173913,0.0112359550561797,0.0,0.6258620689655172,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,melodic-moose-256,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
554b9c1d8b00473ebe4cd75309c71abd,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/554b9c1d8b00473ebe4cd75309c71abd/artifacts,2023-03-25 02:02:06.522000+00:00,2023-03-25 02:02:14.722000+00:00,0.6003062787136294,0.6104868913857677,0.8682432432432432,0.7786259541984732,0.6379598662207357,0.75,0.75,0.6632183908045977,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,dapper-stoat-165,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
0338dbc2d3844be4b31bc26582b303d5,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/0338dbc2d3844be4b31bc26582b303d5/artifacts,2023-03-25 02:01:57.812000+00:00,2023-03-25 02:02:06.215000+00:00,0.6003062787136294,0.0083229296712443,0.8682432432432432,0.6259541984732825,0.1658305462653289,0.3333333333333333,0.3333333333333333,0.7580459770114942,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,fearless-smelt-59,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
f2746d5b51654a62b25cd701ea3dfe16,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/f2746d5b51654a62b25cd701ea3dfe16/artifacts,2023-03-25 02:01:49.321000+00:00,2023-03-25 02:01:57.494000+00:00,0.6003062787136294,0.0112359550561797,0.8682432432432432,0.7175572519083969,0.0108695652173913,0.0112359550561797,0.0,0.6339181286549708,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,unleashed-croc-714,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
570c871d64f94a818f96b4bfb8752671,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/570c871d64f94a818f96b4bfb8752671/artifacts,2023-03-25 02:01:40.252000+00:00,2023-03-25 02:01:49.049000+00:00,0.6003062787136294,0.6104868913857677,0.8682432432432432,0.8320610687022901,0.6379598662207357,0.696969696969697,0.696969696969697,0.718421052631579,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,secretive-steed-923,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
00a42ba06fd54863973c87b58bf311b0,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/00a42ba06fd54863973c87b58bf311b0/artifacts,2023-03-25 02:01:32.158000+00:00,2023-03-25 02:01:39.964000+00:00,0.6003062787136294,0.0711610486891385,0.8682432432432432,0.6183206106870229,0.1658305462653289,0.3636363636363636,0.3636363636363636,0.6286549707602339,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,mysterious-vole-749,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
3fe69ed5740b4b9799c13d28817fb29a,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/3fe69ed5740b4b9799c13d28817fb29a/artifacts,2023-03-25 02:01:23.801000+00:00,2023-03-25 02:01:31.883000+00:00,0.6003062787136294,0.0,0.8682432432432432,0.5572519083969466,0.0108695652173913,0.0256410256410256,0.0256410256410256,0.6290018832391714,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,painted-doe-266,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
90cd6e5fb73548f18dd910b1b6f6f7a0,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/90cd6e5fb73548f18dd910b1b6f6f7a0/artifacts,2023-03-25 02:01:15.122000+00:00,2023-03-25 02:01:23.465000+00:00,0.6003062787136294,0.7517378351539226,0.8682432432432432,0.5343511450381679,0.6379598662207357,0.7517378351539226,0.5230769230769231,0.4065442561205273,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,original,noisy,amusing-perch-103,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
9a96b73b47aa4f2cbbba22788c6e8a85,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/9a96b73b47aa4f2cbbba22788c6e8a85/artifacts,2023-03-25 02:01:06.736000+00:00,2023-03-25 02:01:14.828000+00:00,0.6003062787136294,0.025819265143992,0.8682432432432432,0.8702290076335878,0.1658305462653289,0.1794871794871795,0.1794871794871795,0.9350282485875706,0.011204481792717,Cluster-Based Correction,A1,10,balanced_bias,0.9,100,credit,LogReg,0.2,ines,run_noiseinjection.py,original,original,beautiful-midge-478,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
b44601134ba64a5e8e8038d4cb5c8b55,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/b44601134ba64a5e8e8038d4cb5c8b55/artifacts,2023-03-25 02:00:45.262000+00:00,2023-03-25 02:00:53.496000+00:00,0.6094946401225115,0.0114942528735632,0.8412162162162162,0.8625954198473282,0.0147714604236343,0.0769230769230769,0.0769230769230768,0.584070796460177,0.0168067226890756,Cluster-Based Correction,A1,10,balanced_bias,0.8,100,credit,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,mercurial-jay-184,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
f91327fca61d45e8ac1f76ff0cddf86a,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/f91327fca61d45e8ac1f76ff0cddf86a/artifacts,2023-03-25 02:00:37.022000+00:00,2023-03-25 02:00:44.979000+00:00,0.6094946401225115,0.5119363395225465,0.8412162162162162,0.7480916030534351,0.5688405797101449,0.7692307692307693,0.7692307692307692,0.6214355948869223,0.0168067226890756,Cluster-Based Correction,A1,10,balanced_bias,0.8,100,credit,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,big-ray-308,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
53ad62a7b28748c48a0a43b3b7ed1704,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/53ad62a7b28748c48a0a43b3b7ed1704/artifacts,2023-03-25 02:00:28.673000+00:00,2023-03-25 02:00:36.743000+00:00,0.6094946401225115,0.0207780725022104,0.8412162162162162,0.6335877862595419,0.1658305462653289,0.123076923076923,0.123076923076923,0.7699115044247787,0.0168067226890756,Cluster-Based Correction,A1,10,balanced_bias,0.8,100,credit,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,illustrious-bird-226,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
7f92a9f03ad04c7bb091cf41e61dfd0f,82,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/82/7f92a9f03ad04c7bb091cf41e61dfd0f/artifacts,2023-03-25 02:00:20.309000+00:00,2023-03-25 02:00:28.414000+00:00,0.6094946401225115,0.0119047619047619,0.8412162162162162,0.7022900763358778,0.0147714604236343,0.032258064516129,0.032258064516129,0.6758639910813824,0.0168067226890756,Cluster-Based Correction,A1,10,balanced_bias,0.8,100,credit,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,zealous-carp-855,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_014851
