run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.roc_auc,metrics.correction_fpr,params.correction_alg,params.senstive_attr,params.n_iterations,params.noise_type,params.noise_rate,params.n_clusters,params.dataset,params.classifier,params.test_size,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
b2c1a0aa42c64245bf9aff65305b757b,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/b2c1a0aa42c64245bf9aff65305b757b/artifacts,2023-03-24 00:48:14.824000+00:00,2023-03-24 00:48:24.276000+00:00,0.5257903494176372,1.0,0.470873786407767,0.9173553719008264,1.0,1.0,1.0,0.8760964912280702,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,melodic-moose-256,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
de88b32e8e084e9d81b42d092143d32f,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/de88b32e8e084e9d81b42d092143d32f/artifacts,2023-03-24 00:48:05.619000+00:00,2023-03-24 00:48:14.514000+00:00,0.5257903494176372,1.0,0.470873786407767,0.9173553719008264,1.0,1.0,1.0,0.925986842105263,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,dapper-stoat-165,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
f9d3955fbac241a7a659626a5d65a31a,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/f9d3955fbac241a7a659626a5d65a31a/artifacts,2023-03-24 00:47:56.304000+00:00,2023-03-24 00:48:05.281000+00:00,0.5257903494176372,0.0,0.470873786407767,0.4793388429752066,0.0161290322580645,0.0172413793103448,0.0172413793103448,0.5934758771929824,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,fearless-smelt-59,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
9fc29b515fae4c5da4c2b00a59817b8a,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/9fc29b515fae4c5da4c2b00a59817b8a/artifacts,2023-03-24 00:47:47.484000+00:00,2023-03-24 00:47:56.001000+00:00,0.5257903494176372,1.0,0.470873786407767,0.9338842975206612,1.0,1.0,1.0,0.918534718425369,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,unleashed-croc-714,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
efe66fdb561f476d9ab9d587d1ef0899,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/efe66fdb561f476d9ab9d587d1ef0899/artifacts,2023-03-24 00:47:38.305000+00:00,2023-03-24 00:47:47.163000+00:00,0.5257903494176372,1.0,0.470873786407767,0.9338842975206612,1.0,1.0,1.0,0.9412247129579006,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,secretive-steed-923,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
81129d4050474f0eaa98556d68eb8f26,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/81129d4050474f0eaa98556d68eb8f26/artifacts,2023-03-24 00:47:29.124000+00:00,2023-03-24 00:47:37.999000+00:00,0.5257903494176372,0.0,0.470873786407767,0.4958677685950413,0.0161290322580645,0.0172413793103448,0.0172413793103448,0.6049753963914708,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,mysterious-vole-749,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
a493c0d050dc47e9aa0558a9b554ed81,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/a493c0d050dc47e9aa0558a9b554ed81/artifacts,2023-03-24 00:47:20.056000+00:00,2023-03-24 00:47:28.802000+00:00,0.5257903494176372,1.0,0.470873786407767,0.4958677685950413,1.0,1.0,1.0,0.4655487804878048,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,painted-doe-266,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
a088aee6e0ed475c88e661e28ed3cc2b,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/a088aee6e0ed475c88e661e28ed3cc2b/artifacts,2023-03-24 00:47:10.955000+00:00,2023-03-24 00:47:19.784000+00:00,0.5257903494176372,1.0,0.470873786407767,0.4958677685950413,1.0,1.0,1.0,0.4887195121951219,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,original,noisy,amusing-perch-103,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
9d3dfe390c5947249cb59d5f2ea01276,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/9d3dfe390c5947249cb59d5f2ea01276/artifacts,2023-03-24 00:47:01.976000+00:00,2023-03-24 00:47:10.647000+00:00,0.5257903494176372,0.024390243902439,0.470873786407767,0.6528925619834711,0.0161290322580645,0.024390243902439,0.0,0.4582317073170732,0.4759493670886076,Cluster-Based Correction,attr3,10,balanced_bias,0.9,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,original,original,beautiful-midge-478,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
4799c2ae6f924f6b82a97c011a6b72ab,70,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/70/4799c2ae6f924f6b82a97c011a6b72ab/artifacts,2023-03-24 00:46:48.991000+00:00,2023-03-24 00:46:57.718000+00:00,0.5574043261231281,1.0,0.4757281553398058,0.8760330578512396,1.0,1.0,1.0,0.8676470588235293,0.4253164556962025,Cluster-Based Correction,attr3,10,balanced_bias,0.8,100,monks2,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,mercurial-jay-184,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_003535
