run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.correction_fpr,metrics.roc_auc,params.correction_alg,params.senstive_attr,params.n_iterations,params.noise_type,params.noise_rate,params.n_clusters,params.dataset,params.classifier,params.test_size,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
464bd4adfc4744a0861a20ce07ccac74,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/464bd4adfc4744a0861a20ce07ccac74/artifacts,2023-03-24 02:06:46.456000+00:00,2023-03-24 02:06:55.485000+00:00,0.6625592417061611,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,melodic-moose-256,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
5814daf57f8e4f75bdfa50f37cfd7649,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/5814daf57f8e4f75bdfa50f37cfd7649/artifacts,2023-03-24 02:06:36.995000+00:00,2023-03-24 02:06:46.128000+00:00,0.6625592417061611,1.0,1.0,0.985781990521327,1.0,1.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,dapper-stoat-165,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
3214ac00ee0c46c6901754942bd275a5,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/3214ac00ee0c46c6901754942bd275a5/artifacts,2023-03-24 02:06:26.950000+00:00,2023-03-24 02:06:36.660000+00:00,0.6625592417061611,0.3028846153846153,1.0,0.7014218009478673,0.3028846153846153,0.3028846153846153,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,fearless-smelt-59,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
cda1d25eafe24c6393555fd723230974,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/cda1d25eafe24c6393555fd723230974/artifacts,2023-03-24 02:06:17.702000+00:00,2023-03-24 02:06:26.620000+00:00,0.6625592417061611,0.0,1.0,0.9383886255924172,0.0,0.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,unleashed-croc-714,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
d8352dc1170d4525b101a9c7fed52a12,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/d8352dc1170d4525b101a9c7fed52a12/artifacts,2023-03-24 02:06:08.072000+00:00,2023-03-24 02:06:17.371000+00:00,0.6625592417061611,0.0,1.0,0.95260663507109,1.0,1.0,1.0,0.0,0.7544677544677545,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,secretive-steed-923,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
4b50be1ddfdc4366b949108fb5716267,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/4b50be1ddfdc4366b949108fb5716267/artifacts,2023-03-24 02:05:58.112000+00:00,2023-03-24 02:06:07.767000+00:00,0.6625592417061611,0.2777777777777778,1.0,0.7156398104265402,0.3028846153846153,0.8,0.8,0.0,0.6456876456876458,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,mysterious-vole-749,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
79a37d2fac4a416f8f971d34502923a2,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/79a37d2fac4a416f8f971d34502923a2/artifacts,2023-03-24 02:05:49.563000+00:00,2023-03-24 02:05:57.808000+00:00,0.6625592417061611,0.0,1.0,0.6635071090047393,0.0,0.0,1.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,painted-doe-266,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
bfcae0f1e44742e69023e1573746b670,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/bfcae0f1e44742e69023e1573746b670/artifacts,2023-03-24 02:05:40.229000+00:00,2023-03-24 02:05:49.268000+00:00,0.6625592417061611,1.0,1.0,0.6492890995260664,1.0,1.0,1.0,0.0,0.8100603621730382,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,noisy,amusing-perch-103,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
d20eaea97fad476f987a73329fe512e1,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/d20eaea97fad476f987a73329fe512e1/artifacts,2023-03-24 02:05:30.745000+00:00,2023-03-24 02:05:39.899000+00:00,0.6625592417061611,0.0802919708029197,1.0,0.8578199052132701,0.3028846153846153,0.7323943661971831,0.2676056338028169,0.0,0.9160965794768612,Cluster-Based Correction,V29,10,balanced_bias,0.9,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,original,beautiful-midge-478,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
0859793920f04706bee511a2741514f7,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/0859793920f04706bee511a2741514f7/artifacts,2023-03-24 02:05:08.067000+00:00,2023-03-24 02:05:17.105000+00:00,0.6625592417061611,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,mercurial-jay-184,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
17fa39ad2a834471ae16de8a68798e41,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/17fa39ad2a834471ae16de8a68798e41/artifacts,2023-03-24 02:04:58.908000+00:00,2023-03-24 02:05:07.741000+00:00,0.6625592417061611,0.6666666666666666,1.0,0.990521327014218,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,big-ray-308,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
a4f68546564b4e3fa66ab366cd7d27b5,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/a4f68546564b4e3fa66ab366cd7d27b5/artifacts,2023-03-24 02:04:49.246000+00:00,2023-03-24 02:04:58.555000+00:00,0.6625592417061611,0.3028846153846153,1.0,0.7014218009478673,0.3028846153846153,0.3028846153846153,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,illustrious-bird-226,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
6017f347d32f42c6a5ce14b4cf7e0da4,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/6017f347d32f42c6a5ce14b4cf7e0da4/artifacts,2023-03-24 02:04:40.055000+00:00,2023-03-24 02:04:48.916000+00:00,0.6625592417061611,0.0,1.0,0.90521327014218,0.0,0.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,zealous-carp-855,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
93342e4f126944d9bb7c5ff54abf10a9,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/93342e4f126944d9bb7c5ff54abf10a9/artifacts,2023-03-24 02:04:30.629000+00:00,2023-03-24 02:04:39.716000+00:00,0.6625592417061611,0.0,1.0,0.914691943127962,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,0.7884816753926701,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,beautiful-worm-695,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
91f5a5743bb2462386b09f811b8a334b,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/91f5a5743bb2462386b09f811b8a334b/artifacts,2023-03-24 02:04:21.194000+00:00,2023-03-24 02:04:30.267000+00:00,0.6625592417061611,0.2670157068062827,1.0,0.7203791469194313,0.3028846153846153,0.7058823529411765,0.7058823529411764,0.0,0.6840314136125655,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,sedate-dog-744,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
e173b0f40f784aa895471cf6333dd054,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/e173b0f40f784aa895471cf6333dd054/artifacts,2023-03-24 02:04:11.734000+00:00,2023-03-24 02:04:20.855000+00:00,0.6625592417061611,0.0,1.0,0.6635071090047393,0.0,0.0,1.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,efficient-shrew-126,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
4f5500aabc294fac9ba644a8c3272485,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/4f5500aabc294fac9ba644a8c3272485/artifacts,2023-03-24 02:04:01.801000+00:00,2023-03-24 02:04:11.411000+00:00,0.6625592417061611,0.6666666666666666,1.0,0.6540284360189573,0.6666666666666666,0.6666666666666666,1.0,0.0,0.8672032193158954,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,noisy,adventurous-deer-984,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
bbe6d160b16341db9d6c89b392238a88,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/bbe6d160b16341db9d6c89b392238a88/artifacts,2023-03-24 02:03:51.447000+00:00,2023-03-24 02:04:01.529000+00:00,0.6625592417061611,0.0802919708029197,1.0,0.8578199052132701,0.3028846153846153,0.7323943661971831,0.2676056338028169,0.0,0.9160965794768612,Cluster-Based Correction,V29,10,balanced_bias,0.8,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,original,carefree-bass-620,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
bf85a26bc54d476a8abc48b6f3b4a29a,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/bf85a26bc54d476a8abc48b6f3b4a29a/artifacts,2023-03-24 02:03:29.297000+00:00,2023-03-24 02:03:37.894000+00:00,0.6625592417061611,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,brawny-grub-853,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
bea5a4fa578449e8bd4befb12cf68348,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/bea5a4fa578449e8bd4befb12cf68348/artifacts,2023-03-24 02:03:19.715000+00:00,2023-03-24 02:03:29.049000+00:00,0.6625592417061611,0.3333333333333333,1.0,0.995260663507109,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,upbeat-cod-400,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
1d6bf672d83848989c5150e2d0efbb2f,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/1d6bf672d83848989c5150e2d0efbb2f/artifacts,2023-03-24 02:03:09.744000+00:00,2023-03-24 02:03:19.389000+00:00,0.6625592417061611,0.3028846153846153,1.0,0.7014218009478673,0.3028846153846153,0.3028846153846153,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,enchanting-pig-850,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
773b8fe25f074f228aa8d8a317b9adf1,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/773b8fe25f074f228aa8d8a317b9adf1/artifacts,2023-03-24 02:03:00.463000+00:00,2023-03-24 02:03:09.425000+00:00,0.6625592417061611,0.0,1.0,0.8815165876777251,0.0,0.0,0.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,big-auk-127,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
a9bb363391194ad6833c4c3adcb95a42,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/a9bb363391194ad6833c4c3adcb95a42/artifacts,2023-03-24 02:02:50.514000+00:00,2023-03-24 02:03:00.145000+00:00,0.6625592417061611,0.0,1.0,0.8862559241706162,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.8043010752688172,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,tasteful-pig-696,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
1f1e67d284804b3c8b2d8e3ca7946d44,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/1f1e67d284804b3c8b2d8e3ca7946d44/artifacts,2023-03-24 02:02:41.156000+00:00,2023-03-24 02:02:50.213000+00:00,0.6625592417061611,0.2473118279569892,1.0,0.7440758293838863,0.3028846153846153,0.7727272727272727,0.7727272727272727,0.0,0.7404301075268817,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,useful-rat-931,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
7ff28e9579cb4b23b1f0f5d57571b9ca,76,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/76/7ff28e9579cb4b23b1f0f5d57571b9ca/artifacts,2023-03-24 02:02:31.794000+00:00,2023-03-24 02:02:40.854000+00:00,0.6625592417061611,0.0,1.0,0.6635071090047393,0.0,0.0,1.0,0.0,0.0,Cluster-Based Correction,V29,10,balanced_bias,0.7,100,biodeg,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,funny-bat-836,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,24032023_015157
