run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.roc_auc,metrics.correction_fpr,params.correction_alg,params.senstive_attr,params.noise_type,params.noise_rate,params.n_clusters,params.dataset,params.classifier,params.test_size,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
2353a24de15c4a308aeb9f2eaee9d210,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/2353a24de15c4a308aeb9f2eaee9d210/artifacts,2023-03-25 03:27:42.168000+00:00,2023-03-25 03:27:50.516000+00:00,0.4481132075471698,1.0,0.839622641509434,0.9296875,1.0,1.0,1.0,0.9188337273443656,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,chill-robin-533,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
df1235e89f5e48e6b58f42e93c9c6679,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/df1235e89f5e48e6b58f42e93c9c6679/artifacts,2023-03-25 03:27:33.676000+00:00,2023-03-25 03:27:41.861000+00:00,0.4481132075471698,1.0,0.839622641509434,0.9296875,1.0,1.0,1.0,0.9146309429997374,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,corrected,noisy,carefree-swan-262,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
97e4767913e24d65b11709de7aead3f8,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/97e4767913e24d65b11709de7aead3f8/artifacts,2023-03-25 03:27:24.817000+00:00,2023-03-25 03:27:33.372000+00:00,0.4481132075471698,0.48,0.839622641509434,0.3828125,0.4471794871794872,0.6212121212121212,0.6212121212121213,0.2293144208037825,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,corrected,original,resilient-sow-811,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
77de76d574ea4c8882048cfc6c0809ae,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/77de76d574ea4c8882048cfc6c0809ae/artifacts,2023-03-25 03:27:16.189000+00:00,2023-03-25 03:27:24.511000+00:00,0.4481132075471698,1.0,0.839622641509434,0.9296875,1.0,1.0,1.0,0.9188337273443656,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,noisy,corrected,adventurous-fish-935,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
f466028d778544f1b48691cc1fa3d1fe,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/f466028d778544f1b48691cc1fa3d1fe/artifacts,2023-03-25 03:27:07.610000+00:00,2023-03-25 03:27:15.917000+00:00,0.4481132075471698,1.0,0.839622641509434,0.9296875,1.0,1.0,1.0,0.9146309429997374,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,noisy,noisy,persistent-ram-83,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
bd2c9f6f59f04a0ca27124f7e6c3e414,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/bd2c9f6f59f04a0ca27124f7e6c3e414/artifacts,2023-03-25 03:26:58.955000+00:00,2023-03-25 03:27:07.305000+00:00,0.4481132075471698,0.48,0.839622641509434,0.3828125,0.4471794871794872,0.6212121212121212,0.6212121212121213,0.2293144208037825,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,noisy,original,burly-lark-874,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
dfe1e7befd2e4aaba7852842702790f7,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/dfe1e7befd2e4aaba7852842702790f7/artifacts,2023-03-25 03:26:50.137000+00:00,2023-03-25 03:26:58.649000+00:00,0.4481132075471698,1.0,0.839622641509434,0.3515625,1.0,1.0,1.0,0.2867305061559508,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,original,corrected,enthused-tern-309,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
45fbe437db994c909a19ca1d20c3cc15,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/45fbe437db994c909a19ca1d20c3cc15/artifacts,2023-03-25 03:26:41.113000+00:00,2023-03-25 03:26:49.831000+00:00,0.4481132075471698,1.0,0.839622641509434,0.3515625,1.0,1.0,1.0,0.3616963064295485,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,original,noisy,enchanting-cod-622,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
7c1a8fa4370f4e3f98ebf36981957701,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/7c1a8fa4370f4e3f98ebf36981957701/artifacts,2023-03-25 03:26:32.268000+00:00,2023-03-25 03:26:40.787000+00:00,0.4481132075471698,0.125,0.839622641509434,0.8984375,0.4471794871794872,0.4684210526315789,0.4684210526315789,0.9450068399452805,0.4080188679245283,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.9,100,sick,LogReg,0.2,ines,run_noiseinjection.py,original,original,stylish-pug-100,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
222348b37ec844e096ab01bc716f5073,89,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/89/222348b37ec844e096ab01bc716f5073/artifacts,2023-03-25 03:26:19.246000+00:00,2023-03-25 03:26:27.588000+00:00,0.5267295597484277,0.9230769230769232,0.7735849056603774,0.8203125,0.88,0.9230769230769232,0.8648648648648649,0.8506155950752394,0.3231132075471698,Hybrid Label Noise Correction,referral_source_other,balanced_bias,0.8,100,sick,LogReg,0.2,ines,run_noiseinjection.py,corrected,corrected,puzzled-deer-561,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,25032023_031536
