run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.roc_auc,metrics.correction_fpr,params.correction_alg,params.senstive_attr,params.noise_type,params.n_folds,params.noise_rate,params.dataset,params.classifier,params.test_size,params.alpha,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
9d0b17d460954628a3732f7ed06ec238,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/9d0b17d460954628a3732f7ed06ec238/artifacts,2023-03-24 00:11:16.345000+00:00,2023-03-24 00:11:24.624000+00:00,0.4910071942446043,0.0,0.5143884892086331,1.0,1.0,1.0,0.0,1.0,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,corrected,corrected,melodic-moose-256,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
c6b1686a66e74fddb8e4104ead6cec08,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/c6b1686a66e74fddb8e4104ead6cec08/artifacts,2023-03-24 00:11:07.818000+00:00,2023-03-24 00:11:16.049000+00:00,0.4910071942446043,0.0,0.5143884892086331,1.0,1.0,1.0,0.0,1.0,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,corrected,noisy,dapper-stoat-165,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
3c1b4817409342a98a15b99dbc9a8716,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/3c1b4817409342a98a15b99dbc9a8716/artifacts,2023-03-24 00:10:59.144000+00:00,2023-03-24 00:11:07.528000+00:00,0.4910071942446043,0.4821428571428571,0.5143884892086331,0.5,0.0,0.4821428571428571,0.5178571428571429,0.5060586734693877,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,corrected,original,fearless-smelt-59,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
6a6a32c262724658bd64677ad831cf1b,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/6a6a32c262724658bd64677ad831cf1b/artifacts,2023-03-24 00:10:50.564000+00:00,2023-03-24 00:10:58.849000+00:00,0.4910071942446043,1.0,0.5143884892086331,0.9285714285714286,1.0,1.0,1.0,0.8948717948717949,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,noisy,corrected,unleashed-croc-714,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
35b9d44d43aa4bf793f840466d51f2ab,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/35b9d44d43aa4bf793f840466d51f2ab/artifacts,2023-03-24 00:10:42.145000+00:00,2023-03-24 00:10:50.275000+00:00,0.4910071942446043,1.0,0.5143884892086331,0.9285714285714286,1.0,1.0,1.0,0.9621794871794872,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,noisy,noisy,secretive-steed-923,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
28b4788edfa04b25a9732ad3b8448ad5,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/28b4788edfa04b25a9732ad3b8448ad5/artifacts,2023-03-24 00:10:33.380000+00:00,2023-03-24 00:10:41.786000+00:00,0.4910071942446043,0.06,0.5143884892086331,0.5357142857142857,0.0,0.3518518518518519,0.3518518518518518,0.5387820512820513,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,noisy,original,mysterious-vole-749,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
35f5d011a5e84b588ed3d957e54a347b,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/35f5d011a5e84b588ed3d957e54a347b/artifacts,2023-03-24 00:10:25.094000+00:00,2023-03-24 00:10:33.138000+00:00,0.4910071942446043,1.0,0.5143884892086331,0.4821428571428571,1.0,1.0,1.0,0.4049744897959184,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,original,corrected,painted-doe-266,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
9c5294d149f44568910a342eea4f0a20,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/9c5294d149f44568910a342eea4f0a20/artifacts,2023-03-24 00:10:16.739000+00:00,2023-03-24 00:10:24.830000+00:00,0.4910071942446043,1.0,0.5143884892086331,0.4821428571428571,1.0,1.0,1.0,0.6141581632653061,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,original,noisy,amusing-perch-103,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
cd6693fbd04742fbaf43a8c7bc56cc48,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/cd6693fbd04742fbaf43a8c7bc56cc48/artifacts,2023-03-24 00:10:08.068000+00:00,2023-03-24 00:10:16.461000+00:00,0.4910071942446043,0.0855683269476373,0.5143884892086331,0.6785714285714286,0.0,0.0855683269476373,0.0600255427841634,0.7573341836734693,0.5035971223021583,BE,attr3,balanced_bias,10,0.9,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,original,original,beautiful-midge-478,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
7e31f5faaf5c4689986951d8365cafe7,67,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/67/7e31f5faaf5c4689986951d8365cafe7/artifacts,2023-03-24 00:09:59.243000+00:00,2023-03-24 00:10:07.569000+00:00,0.4910071942446043,0.0,0.5143884892086331,1.0,1.0,1.0,0.0,1.0,0.5035971223021583,BE,attr3,balanced_bias,10,0.8,monks1,LogReg,0.2,0.25,ines,run_noiseinjection.py,corrected,corrected,mercurial-jay-184,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_235950
