run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.correction_acc,metrics.predictive_equality_difference,metrics.correction_fnr,metrics.accuracy,metrics.demographic_parity_difference,metrics.equalized_odds_difference,metrics.equal_opportunity_difference,metrics.roc_auc,metrics.correction_fpr,params.correction_alg,params.senstive_attr,params.noise_type,params.n_folds,params.noise_rate,params.dataset,params.correction_classifier,params.classifier,params.correction_rate,params.test_size,tags.mlflow.user,tags.mlflow.source.name,tags.test_set,tags.train_set,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.run
3006938e11354ff2b533876211498788,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/3006938e11354ff2b533876211498788/artifacts,2023-03-23 18:13:57.910000+00:00,2023-03-23 18:14:07.262000+00:00,0.4163192376414532,0.6430255007165784,0.6178280722652373,0.9295401918623885,0.8913371716003295,0.8436250832778148,0.8436250832778148,0.9453836623368664,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,corrected,corrected,melodic-moose-256,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
3f388c7a0d2446d5b40e1dd0ce776bb0,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/3f388c7a0d2446d5b40e1dd0ce776bb0/artifacts,2023-03-23 18:13:48.556000+00:00,2023-03-23 18:13:57.621000+00:00,0.4163192376414532,0.7761669568513189,0.6178280722652373,0.968905061197486,0.97987319697846,0.9607553297801464,0.9607553297801464,0.9898059251281648,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,corrected,noisy,dapper-stoat-165,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
b098c3953a4d42fca10bb5d60ab94fcd,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/b098c3953a4d42fca10bb5d60ab94fcd/artifacts,2023-03-23 18:13:39.064000+00:00,2023-03-23 18:13:48.260000+00:00,0.4163192376414532,0.0511317201435526,0.6178280722652373,0.4078729738670195,0.1829486303170513,0.2815414723517655,0.2815414723517655,0.3113853172049365,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,corrected,original,fearless-smelt-59,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
6bcd5e29b943486897f1e2e3fbf3f5f9,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/6bcd5e29b943486897f1e2e3fbf3f5f9/artifacts,2023-03-23 18:13:29.364000+00:00,2023-03-23 18:13:38.769000+00:00,0.4163192376414532,0.9062263992615592,0.6178280722652373,0.8878597419781674,0.8913371716003295,0.9062263992615592,0.860690274452017,0.8856983357633553,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,noisy,corrected,unleashed-croc-714,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
4bee790b958e446d9e2b50588d4132e5,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/4bee790b958e446d9e2b50588d4132e5/artifacts,2023-03-23 18:13:19.631000+00:00,2023-03-23 18:13:29.058000+00:00,0.4163192376414532,0.9810145170764456,0.6178280722652373,0.9259014224280516,0.97987319697846,0.9838483146067416,0.9838483146067416,0.9331722075545222,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,noisy,noisy,secretive-steed-923,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
cce6e5e27eb04335a39ded2c03209307,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/cce6e5e27eb04335a39ded2c03209307/artifacts,2023-03-23 18:13:10.168000+00:00,2023-03-23 18:13:19.319000+00:00,0.4163192376414532,0.2755307543844927,0.6178280722652373,0.444260668210387,0.1829486303170513,0.437097071283846,0.4370970712838459,0.3572171651495449,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,noisy,original,mysterious-vole-749,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
17e55d8dd8514857aefd0899c8986d82,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/17e55d8dd8514857aefd0899c8986d82/artifacts,2023-03-23 18:13:00.847000+00:00,2023-03-23 18:13:09.855000+00:00,0.4163192376414532,0.9283116883116884,0.6178280722652373,0.4125041349652663,0.8913371716003295,0.9283116883116884,0.8141150554943659,0.3895023435346016,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,original,corrected,painted-doe-266,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
3bb261996c8c4f47abcf746d13998302,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/3bb261996c8c4f47abcf746d13998302/artifacts,2023-03-23 18:12:51.787000+00:00,2023-03-23 18:13:00.535000+00:00,0.4163192376414532,0.987023172905526,0.6178280722652373,0.3976182600066159,0.97987319697846,0.987023172905526,0.962433279674659,0.4032262987908149,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,original,noisy,amusing-perch-103,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
e95e1aee1d2f4a99aaa5eb530cf338c3,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/e95e1aee1d2f4a99aaa5eb530cf338c3/artifacts,2023-03-23 18:12:42.409000+00:00,2023-03-23 18:12:51.486000+00:00,0.4163192376414532,0.0930481283422459,0.6178280722652373,0.8025140588819054,0.1829486303170513,0.0930481283422459,0.0651190375328306,0.8676828547796289,0.5666071074052015,Self-Training Correction,housing,balanced_bias,10,0.9,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,original,original,beautiful-midge-478,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
b7dd703f2cad4d01a8a55ad9d765234a,56,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/56/b7dd703f2cad4d01a8a55ad9d765234a/artifacts,2023-03-23 18:12:25.086000+00:00,2023-03-23 18:12:33.929000+00:00,0.4283634438488518,0.3979965156794425,0.585666071074052,0.8236850810453192,0.6570083425346583,0.4340805471124619,0.434080547112462,0.8873195657846119,0.5646217986896962,Self-Training Correction,housing,balanced_bias,10,0.8,bank,LogisticRegression,LogReg,0.8,0.2,ines,run_noiseinjection.py,corrected,corrected,mercurial-jay-184,LOCAL,6abd4c8f3b8ce341b78e731e5482a8c33051f3fe,23032023_175841
